Course ID,Title,Short Intro,Category,Sub-Category,Course Type,Language,Skills,Instructors,Rating,Number of viewers,Site,Subtitle_language_count,Duration in hours,count of column,,
156,Databases for Data Scientists Specialization,"All about Databases for Data Scientists. Learn to design and create efficient and effective relational databases, fill them with data, and work with them using SQL.",Information Technology,Data Management,Specialization,English,"Database(DB)Design,DataWarehousing,NoSQL,databaseadministration,SQL,Database(DBMS),RelationalModels,Normalization,Entity–Relationship(E-R)Model,DataScience,DatabaseApplication,SQL(StructuredQueryLanguage),","Di Wu ,Alan Paradise ,",4.7,259,Coursera,1,240,12,,
157,PostgreSQL for Everybody Specialization,"SQL: From Basic to Advanced. Learn SQL skills you can use in an actual, real-world environment",Computer Science,Mobile and Web Development,Specialization,English,"Json,Database(DBMS),NaturalLanguageProcessing,SQL,","Charles Russell Severance ,",4.7,803,Coursera,1,240,4,,
158,Medical Terminology Specialization,"Develop your skills in medical terminology. Identify word parts (prefixes, suffixes, and roots) and abbreviations commonly used in the medical field, read and understand health records, and identify terms associated with all 10 major organ systems.",Health,Basic Science,Specialization,English,"Communication,Medicallanguage,Healthrecords,humananatomy,","Laura S. Kabiri ,",4.9,243,Coursera,1,180,4,,
159,Advanced Data Science with IBM Specialization,"Expert in Data Science, Machine Learning and AI. Become an IBM-approved Expert in Data Science, Machine Learning and Artificial Intelligence.",Data Science,Machine Learning,Specialization,English,"DataScience,InternetOfThings(IOT),DeepLearning,ApacheSpark,Statistics,MachineLearning,LongShort-TermMemory(ISTM),","Romeo Kienzler ,Nikolay Manchev ,Niketan Pansare ,Tom Hanlon ,Max Pumperla ,Ilja Rasin ,",4.4,2335,Coursera,10,240,7,,
160,Probabilistic Graphical Models  Specialization,Probabilistic Graphical Models. Master a new way of reasoning and learning in complex domains,Data Science,Machine Learning,Specialization,English,"Inference,BayesianNetwork,BeliefPropagation,GraphicalModel,MarkovRandomField,GibbsSampling,MarkovChainMonteCarlo(MCMC),Algorithms,Expectation–Maximization(EM)Algorithm,","Daphne Koller ,",4.6,1250,Coursera,9,240,9,,
161,FPGA Design for Embedded Systems Specialization,Decode the Secrets of the FPGA in Embedded Systems. Enhance career opportunities and build better systems by acquiring skill in FPGA design.,Physical Science and Engineering,Electrical Engineering,Specialization,English,"SoftcoreProcessorDesign,WritingCodeinVerilog,ProgrammableLogicDesign,VHDLCoding,SimulationforVerification,PrimalityTest,Verilog,DigitalDesign,StaticTimingAnalysis,SimulatingFPGADesigns,DesigningFPGALogic,DesigningTestBenches,","Timothy Scherr ,Benjamin Spriggs ,",4.5,475,Coursera,9,240,12,,
162,School Health for Children and Adolescents Specialization,"Promoting Healthy Practices in School. Learn to manage medical conditions & mental health services, facilitate healthy practices in schools",Health,Patient Care,Specialization,English,"BehavioralHealth,SchoolHealth,LearningDisabilities,MedicalConditions,Nutrition,","Daniel Nicklas ,Eve Kutchman ,Lauren Welch ,Karen Hecker ,",4.8,1307,Coursera,9,240,5,,
163,Statistical Analysis with R for Public Health Specialization,Master Statistics for Public Health and Learn R. Develop your statistical thinking skills and learn key data analysis methods through R,Health,Public Health,Specialization,English,"StatisticalThinking,SurvivalAnalysis,LogisticRegression,DataanalysiswithR,LinearRegression,RunbasicanalysesinR,RProgramming,Understandcommondatadistributionsandtypesofvariables,Formulateascientifichypothesis,CorrelationAndDependence,Understandcommonwaystochoosewhatpredictorsgointoaregressionmodel,RunandinterpretKaplan-MeiercurvesinR,","Alex Bottle ,Victoria Cornelius ,",4.7,1528,Coursera,9,240,12,,
164,Music Business  Specialization,"Launch Your Career in the Music Business. Success Begins with Creativity & Fundamentals in Entrepreneurship, Law, and Music Business Structure",Business,Leadership and Management,Specialization,English,"Copyright,Music,SocialMedia,Business,Entrepreneurship,Musicbusiness,Revenuestreams,Teambuilding,Contracts,Marketing,Crowdfunding,Networking,","John P. Kellogg, Esq. ,Leah Waldo ,Dr. E. Michael Harrington ,Panos Panay ,",4.8,1351,Coursera,5,300,12,,
165,Healthcare IT Support Specialization,Launch Your Career in Healthcare IT Support. Get a behind-the-scenes glimpse into the growing field of Healthcare IT support!,Health,Health Informatics,Specialization,English,"TechnicalSupport,CustomerSupport,HealthInformationTechnology,Telemedicine,ElectronicHealthRecords,","Ashwini S. Davison, M.D. ,Jessica M. Roosth ,Ebony Williams ,Sylvia Devlin, (R) (M) (QM), CIIP ,Paul Nagy, PhD, FSIIM ,",4.8,702,Coursera,1,240,5,,
166,Practical Guide to Trading Specialization,"Understand the interconnectedness of the global capital markets with a practical emphasis on trading. By the end of this specialization, the interweaving of several capital markets will be apparent to students keen to learn about its mechanics, as well as those investors whose strengths are limited to their existing trading knowledge. ",Business,Finance,Specialization,English,"FundamentalAnalysis,WorldMarkets,Futures,Equities,OptionsStrategies,Sectors,MutualFunds,Stocks,BusinessCycle,FXCaseStudy,FXTrading,currencypairs,","Jeff Praissman ,Lucas Deaver ,Andrew Wilkinson ,Steven Levine ,Mary MacNamara ,",4.4,338,Coursera,1,240,12,,
167,Introduction to Logic and Critical Thinking Specialization,Think Again:  How to Reason and Argue. Learn how to recognize and make well reasoned arguments. ,Arts and Humanities,Philosophy,Specialization,English,"logic,CriticalThinking,reason,Evaluation,Interpretation,Language,Linguistics,","Dr. Walter  Sinnott-Armstrong ,Dr. Ram  Neta ,",4.6,485,Coursera,13,240,7,,
168,Blockchain Specialization,Innovate with the Next Frontier in Technology. Learn how the blockchain is leading to a paradigm shift in decentralized application programming,Computer Science,Software Development,Specialization,English,"SmartContract,Ethereum,Blockchains,Solidity,Cryptography,Bitcoin,Cryptocurrency,Blockchain,RemixIDE,MetaMaskclient,DecentralizedApplications,TruffleIDE,","Bina Ramamurthy ,",4.6,6541,Coursera,10,240,12,,
169,Software Design and Architecture Specialization,Mindful Strategies for Quality Software. Think like an expert architect and create quality software using design patterns and principles.,Computer Science,Software Development,Specialization,English,"SoftwareArchitecture,Java,SoftwareDesignPattern,Object-OrientedProgramming(OOP),Object-OrientedDesign,Object-OrientedAnalysisAndDesign,UnifiedModelingLanguage(UML),WebService,Microservices,RepresentationalStateTransfer(REST),Service-OrientedArchitecture,","Kenny Wong ,",4.6,2473,Coursera,10,240,11,,
170,Climate Change and Sustainable Investing Specialization,"Study the economics and finance of climate change. With this specialization, learners will gain a basic understanding of the science of climate change, which  is a fundamental requirement for a good understanding of the pros and cons of different climate policies as well as a good understanding of the  impact of climate change on companies and investment portfolios.",Business,Finance,Specialization,English,"Understandthevariouspolicyapproachesinvolvedinthetransitiontoalowcarboneconomyincludinginparticular""cap&trade""carbonmarkets,Learntoassesshowclimatechangeimpactsfinancialportfoliosandandhowtomanageclimateriskinequityportfolios,Understandhowclimatechangerisksimpactcorporatedecisionsandcompanyvalue,Understandtheinstrumentsinvestmentfundsandsolutionsusedtofinancecleantechnologiesandcleanenergy,Understandingtheevidenceforclimatechangeandforitsanthropogenicorigin,Understandthelikelyimpactsontherealeconomyofthedifferentcoursesofactionsaheadofus,Evaluateprojectsonaportfoliobasistheeconomicattractivenessofvariousabatementprojects,Assesscriticallytheeconomicdesirabilityofdifferenttechnologicallyfeasibleabatementtechnologies,Understandhowclimatechangeriskexposureaffectscorporatedecisionsandvalue,Mapthefinancialrisksandopportunitiesofclimatechange,Understandtheinstrumentsinvestmentfundsandsolutionstofinancecleantechnologiesandcleanenergy,Assesshowclimatechangeimpactsfinancialintermediariesandsystemicrisks,","RICCARDO REBONATO - EDHEC BUSINESS SCHOOL ,LIONEL MARTELLINI -EDHEC BUSINESS SCHOOL ,GIANFRANCO GIANFRATE - EDHEC BUSINESS SCHOOL ,EMANUELE CHINI - EDHEC BUSINESS SCHOOL ,",4.7,186,Coursera,1,300,12,,
171,Functional Programming in Scala Specialization,Program on a Higher Level. Write elegant functional code to analyze data that's big or small,Computer Science,Software Development,Specialization,English,"ScalaProgramming,ParallelComputing,ApacheSpark,FunctionalProgramming,Recursion,ImmutableDataTypes,Higher-OrderFunction,Laziness,TypeClass,ReferentialTransparency,ReactiveProgramming,DataStructure,","Martin Odersky ,Prof. Viktor Kuncak ,Dr. Aleksandar Prokopec ,Prof. Heather Miller ,Julien Richard-Foy ,",4.7,6835,Coursera,10,420,12,,
172,Microsoft Azure Data Fundamentals DP-900 Exam Prep Specialization,"Launch Your Career in Data Science. Learn the fundamentals of database concepts in a cloud environment, get basic skilling in cloud data services, and build their foundational knowledge of cloud data services within Microsoft Azure.",Data Science,Data Analysis,Specialization,English,"DescribehowtoworkwithrelationaldataonAzure,Describecoredataconcepts,Describehowtoworkwithnon-relationaldataonAzure,DescribeananalyticsworkloadonAzure,MicrosoftAzure,DataManagement,DataStorage,DataConcepts,Database(DBMS),NoSQL,SQL,RelationalData,"," Microsoft ,",4.7,394,Coursera,1,240,12,,
173,Financial Technology (Fintech) Innovations Specialization,,Business,Finance,Specialization,English,"CreditTechnology,Cryptocurrency,SmartInvesting,Blockchain,PaymentSystems,processingpayments,PaymentProcessing,paymenttechnology,ValuePropositions,decentralizationalgorithms,consensusalgorithms,blockchainasabusinesssolution,","Robert Dittmar ,Andrew Wu ,",4.7,1465,Coursera,9,240,12,,
174,Business Strategies for A Better World Specialization,Develop Business Strategies for Social Impact. Learn the skills you need to help your purpose-driven business thrive,Business,Leadership and Management,Specialization,English,"SocialReturnOnInvestment(SROI),Corruption,SocialEntrepreneurship,SociallyResponsibleInvesting,GlobalFinancialCrisis,TrendAnalysis,Economy,Trading,StrategicManagement,","Mauro Guillen ,Philip Nichols ,James D. Thompson ,Ian ""Mac"" MacMillan ,Katherine Klein ,Christopher Geczy ,",4.7,1463,Coursera,10,240,9,,
175,Machine Learning on Google Cloud Specialization,Learn machine learning with Google Cloud. Real-world experimentation with end-to-end ML,Data Science,Machine Learning,Specialization,English,"VertexAI,MachineLearning,FeatureEngineering,Tensorflow,CloudComputing,ApplicationProgrammingInterfaces(API),InclusiveML,GoogleCloudPlatform,Bigquery,DataCleansing,PythonProgramming,BuildInputDataPipeline,","Google Cloud Training ,",4.6,8391,Coursera,1,240,12,,
176,Integrative Health and Medicine Specialization,Launch your career in integrative health. Incorporate complementary therapies in clinical practice to improve outcomes and promote wellbeing.,Health,Patient Care,Specialization,English,"wellbeing,patient-centeredcare,improvedsymptommanagement,integrativemedicine,evidence-basedpractice,Evidence-BasedPractices,complementarytherapies,integrativenursing,symptommanagement,healthcare,StressManagement,PainManagement,","Robin Austin, DNP, DC ,Teri Verner, DNP, RN ,Susan Thompson, DNP ,Amy Taylor, MD ,Janet Tomaino, DNP ,Louise Delagran ,Alex Haley ,",4.8,1026,Coursera,11,420,12,,
177,Futures Thinking Specialization,"Ready Yourself for a Changing World. Learn the skills and mindsets of the world’s top futurists, so you can forecast what’s coming, imagine new possibilities, and seize control of your own future.",Business,Business Essentials,Specialization,English,"StrategicForesight,Simulation,ScenarioDesign,FutureForecasting,Foresight,Creativity,StrategicThinking,Innovation,Leadership,ScenarioDevelopment,StrategicPlanning,Gaming,","Jane McGonigal ,",4.8,1225,Coursera,9,360,12,,
178,Finance for Technical Managers Specialization,Launch your career in financial management. Master tools and techniques to perform a financial analysis.,Business,Leadership and Management,Specialization,English,"ProductCostAnalysis,Projectvaluation,financialstatementanalysis,DiscountedCashFlowAnalysis,FinancialAdviser,timevalueofmoney,CostEstimationTechniques,ApplicationtoPersonalFinances,ProjectValuation:NPVIRRandPaybackPeriod,CreatingaCompellingProjectBusinessCase,ProjectSelectionTechniques,RiskManagement:ScenarioandSensitivityAnalysis,","Michael J. Readey, Ph.D. ,",4.7,33,Coursera,1,240,12,,
179,"TESOL Certificate, Part 2: Teach English Now! Specialization","TESOL Certificate Part II: Teach English Now!. Apply principles of language teaching for reading, writing, listening & speaking.  ",Language Learning,Learning English,Specialization,English,"Teaching,EnglishLanguage,LessonPlan,Speech,Plan,","Jessica Cinco ,Dr. Shane Dixon ,Dr. Justin Shewell ,",4.9,2230,Coursera,9,360,5,,
180,Introduction to Discrete Mathematics for Computer Science Specialization,"Learn the language of Computer Science. Learn the math that defines computer science, and practice applying it through mathematical proofs and Python code",Computer Science,Algorithms,Specialization,English,"GraphTheory,NumberTheory,Cryptography,Probability,MathematicalInduction,ProofTheory,DiscreteMathematics,MathematicalLogic,RandomVariable,ProbabilityInterpretations,Combinatorics,ModularExponentiation,","Alexander S. Kulikov ,Michael Levin ,Владимир Подольский ,Michael Levin ,",4.5,2447,Coursera,11,360,12,,
181,Core Java Specialization,Learn the Skills Needed to be a Java Programmer. Quickly master the Java programming language and the packages that constitute its rich set of core libraries.,Computer Science,Software Development,Specialization,English,"ComputerProgramming,JavaProgramming,WebDevelopment,JavaDatabaseConnectivity(JDBC),JavaClassLibrary,Object-OrientedProgramming(OOP),Crt0,RecursivelyEnumerableSet,JavaCompiler,Javac,Iterator,Linearity,","Noel J. Bergman ,Evan Bergman ,",4.6,1182,Coursera,1,300,12,,
182,Engineering Project Management Specialization,Manage Successful Engineering Projects. Master strategies and tools to more effectively and successfully manage projects.,Business,Leadership and Management,Specialization,English,"Planning,Schedule,EarnedValueManagement(EVMT),ProjectManagement,Procurement,ProjectCharter,ProjectPlanning,RiskManagementPlan,ProjectRiskManagement,","Tom Phalen ,Kazimir Karwowski ,",4.8,2956,Coursera,9,240,9,,
183,Bioinformatics Specialization,Journey to the Frontier of Computational Biology. Master bioinformatics software and computational approaches in modern biology. ,Health,Health Informatics,Specialization,English,"WholeGenomeSequencing,ViterbiAlgorithm,SuffixTree,PythonProgramming,Algorithms,UnweightedPairGroupMethodwithArithmeticMean(UPGMA),Bioinformatics,BioinformaticsAlgorithms,DynamicProgramming,GraphTheory,","Pavel  Pevzner ,Phillip Compeau ,Nikolay Vyahhi ,",4.4,985,Coursera,11,540,10,,
184,Cybersecurity Attack and Defense Fundamentals Specialization,"Learn Ethical Hacking, Network Defense & Forensics. Master foundational skills to pursue a cybersecurity career and help build and maintain a secure infrastructure.",Computer Science,Computer Security and Networks,Specialization,English,"Cyberattacks,NetworkDefense,DigitalForensics,Cybersecurity,EthicalHacking,EthicaHacking,NetworkSecurity,ComputerForensics,","EC-Council ,",4.6,88,Coursera,1,300,8,,
185,Organizational Leadership Specialization,Successfully Lead in an Ever-Changing Business Environment. Master key strategies to successfully lead an organizational change effort in just five courses plus a final capstone project.,Business,Leadership and Management,Specialization,English,"DesignLeadership,Negotiation,Leadership,Marketing,TeamManagement,Collaboration,Communication,Innovation,CrisisManagement,CommunicationsManagement,Advertising,DataAnalysis,","Leigh Thompson ,Tom Collinger ,Ernest Duplessis ,Hud Englehart ,Candy Lee ,Daniel J. O’Keefe ,Greg Carpenter ,Florian Zettelmeyer ,Sanjay Khosla ,Elizabeth Gerber ,Pam Daniels ,Ed Colgate ,Greg Holderfield ,Barbara O'Keefe ,",4.7,2479,Coursera,16,420,12,,
186,Inspirational Leadership: Leading with Sense Specialization,"Shape Your Life With Leadership. Become a better leader, manager, colleague, parent, or friend in three courses.",Business,Leadership and Management,Specialization,English,"Confidence,Communication,Leadership,StrategicHrLeadership,HumanResources(HR),","Valérie Gauthier ,",4.7,1474,Coursera,11,300,5,,
187,Photography Basics and Beyond: From Smartphone to DSLR Specialization,"Create photographs you will be proud to share.. Build a solid foundation in digital photography, growing in knowledge from camera to composition!",Arts and Humanities,Music and Art,Specialization,English,"SocialMedia,Photography,Copywriting,Writing,Confidence,History,Creativity,Art,Project,","Peter Glendinning ,Mark Valentine Sullivan ,",4.8,5034,Coursera,9,360,9,,
188,Omnichannel Retail Strategy Specialization,Learn the Fundamentals of Retail Strategy. Develop a strategy for building a successful omnichannel business that adapts to today's transformed retail landscape.,Business,Business Strategy,Specialization,English,"TalentManagement,MarketingStrategy,PerformanceManagement,Analytics,DigitalSupplyChain,","Barbara E. Kahn ,Matthew Bidwell ,Santiago Gallino ,",4.8,241,Coursera,1,180,5,,
189,Renewable Energy Specialization,"Renewable Energy Technologies and Implementation. Build a comprehensive understanding of renewable energy technologies, projects, grid integration, and future prospects!",Physical Science and Engineering,Environmental Science and Sustainability,Specialization,English,"RenewableEnergy,SolarEnergy,EnergyProjects,Sustainability,WindEnergy,Energystorage,RenewableEnergyTechologies,Electricitysystems,WindPower,SustainableEnergy,ProjectExecution,ProjectOperations,","Stephen R. Lawrence ,Paul Komor ,",4.8,284,Coursera,1,300,12,,
190,Become an EMT Specialization,EMT Medical and Trauma Emergency Care. Gain the skills needed to provide first responder emergency medical care ,Health,Patient Care,Specialization,English,"EmergencyMedicine,EmergencyMedicalTechnician,EMT,Trauma,Dentures,Foams,Toe,Decontamination,infant,ingestion,listening,emergency,","Angela Wright, MD ,Whitney Barrett, MD ,Arthur Pliaconis ,Kathrine Lopez ,",4.8,1449,Coursera,9,420,12,,
191,Market Research Specialization,Research Techniques + Data = Marketing Superhero. Deliver valuable customer insights for your business.,Business,Marketing,Specialization,English,"Internality,QualitativeResearch,quantitativeresearch,MarketResearch,ProposalWriting,ResearchMethods,ProductResearch,MarketingIntelligence,SampleCollection,SampleSizeDetermination,SamplePreparation,FocusGroup,","Jim Fong ,Susan Berman ,Olivier Rubel, PhD ,Robin Boyar ,Ashwin Aravindakshan, PhD ,",4.5,914,Coursera,9,240,12,,
192,Transforming the Fashion Business Specialization,Design the Future of the Fashion Business. Master the challenges facing the fashion industry in today's complex and evolving landscape,Business,Business Strategy,Specialization,English,"FashionDesign,FashionSystems,Sustainability,HolisticProductLifecyle,RetailManagement,SystemsThinking,ProductLifeCycles,User-CenteredDesign,ResearchAndDevelopment(R&D),TrendAnalysis,ethicaldesignandproduction,Collaboration,","Keanan Duffty ,",4.7,290,Coursera,1,180,12,,
193,"GIS, Mapping, and Spatial Analysis Specialization","Launch your career in mapping and GIS!. Learn the concepts, tools, and techniques to make great maps that answer geographic questions.",Data Science,Data Analysis,Specialization,English,"GeographicInformationSystem(GIS),Cartography,Esri,Mapping,SpatialAnalysis,","Don Boyes ,",4.9,2107,Coursera,9,360,5,,
194,Trading Strategies in Emerging Markets Specialization,Design your own Trading Strategy. Develop and test an emerging market trading strategy ,Business,Finance,Specialization,English,"TradingStrategy,AlgorithmicTrading,FinancialRatio,Trading,Cost,FinancialStatement,Post-Earnings-AnnouncementDrift(PEAD),F1Score,","Ramabhadran Thirumalai ,Prasanna Tantri ,",4.3,1912,Coursera,9,360,8,,
195,Healthcare Law Specialization,,Health,Healthcare Management,Specialization,English,"AffordableCareAct,HealthLaw,HealthInsurancePortabilityAndAccountabilityAct(HIPAA),HealthPolicy,Privacy,HealthcareManagement,HealthPolicyAnalysis,HealthInsurance,PermanentPlacement,UnfairLaborPractices,LegalLiability,BudgetEstimation,","Theodore Ruger ,Lauren Steinfeld ,R. Polk Wagner ,Angus Corbett ,",4.8,344,Coursera,1,240,12,,
196,Web Applications for Everybody Specialization,"Build dynamic database-backed web sites.. Use PHP, MySQL, jQuery, and Handlebars to build web and database applications.",Computer Science,Mobile and Web Development,Specialization,English,"Jquery,webapplicationdevelopment,HypertextPreprocessor(PHP),JavaScript,MySQL,HTML,CascadingStyleSheets(CSS),Phpmyadmin,RelationalDatabase,SQL,Create,Read,UpdateAndDelete,","Charles Russell Severance ,",4.8,5521,Coursera,11,360,13,,
197,Inspired Leadership Specialization,"Leading to inspire and engage others. Learn concepts and skills to inspire and engage others for performance, innovation and satisfaction.",Business,Leadership and Management,Specialization,English,"EmotionalIntelligence,Coaching,AppreciativeInquiry,Leadership,Negotiation,Mindfulness,Assertiveness,Communication,ActiveListening,ChangeManagement,PositivePsychology,Facilitation,","Suzanne Healy, EdD ,Richard Boyatzis ,Diana Bilimoria, PhD ,Ellen  VanOosten, PhD ,Melvin Smith ,Ronald Fry ,",4.8,1202,Coursera,18,480,12,,
198,Marketing Strategy Specialization,"Develop Your Marketing Strategy. Learn the fundamentals of market research, positioning, the marketing mix and campaign planning.  ",Business,Marketing,Specialization,English,"MarketingPlan,MarketResearch,Positioning(Marketing),ValueProposition,ConsumerBehaviour,DataAnalysis,MarketSegmentation,MarketingProcess,MarketAnalysis,Planning,MarketingStrategy,","Shameek Sinha ,Ignacio Gafo ,Maria Teresa Aranzabal ,Fernando Cortiñas ,Ramon Diaz-Bernardo ,",4.4,3430,Coursera,10,360,11,,
199,Health Informatics Specialization,Learn To Tackle Health IT & Big Data the Right Way. Become a leader in the dynamic and rapidly growing field of health informatics.,Health,Health Informatics,Specialization,English,"DataScience,DecisionSupportSystem,HealthInformatics,HealthCare,Informatics,health,DigitalHealth,DecisionAnalysis,InformationTechnologyPlanning,StrategicLeadership,KnowledgeAcquisition,DecisionTree,","Harold P. Lehmann, MD, Ph.D. ,Ashwini S. Davison, M.D. ,Paul Nagy, PhD, FSIIM ,Hadi H. K. Kharrazi, MD, Ph.D ,Sam Meiselman ,",4.4,579,Coursera,9,300,12,,
200,Robotics Specialization,Learn the Building Blocks for a Career in Robotics. Gain experience programming robots to perform in situations and for use in crisis management,Physical Science and Engineering,Electrical Engineering,Specialization,English,"MotionPlanning,ParticleFilter,Matlab,Robotics,Quadcoper,AutomatedPlanningAndScheduling,A*SearchAlgorithm,SerialLineInternetProtocol(SLIP),Robot,ComputerVision,Estimation,RandomSampleConsensus(Ransac),","Vijay Kumar ,CJ Taylor ,Daniel E. Koditschek ,Kostas Daniilidis ,Jianbo Shi ,Daniel Lee ,Sid Deliwala ,",4.3,2981,Coursera,10,420,12,,
201,Management Consulting Specialization,"Management Consultant Careers Skills Tools. Work like a management consultant: smarter, and faster",Business,Leadership and Management,Specialization,English,"ManagementConsulting,Presentation,ProblemSolving,Consulting,Recruiting,BusinessCase,BusinessAnalytics,Caseinterview,interviewing,ProjectManagement,DataAnalysis,LeanSixSigma,","John Kim ,",4.8,212,Coursera,1,420,12,,
202,Machine Learning Specialization,Build Intelligent Applications. Master machine learning fundamentals in four hands-on courses.,Data Science,Machine Learning,Specialization,English,"DataClusteringAlgorithms,MachineLearning,ClassificationAlgorithms,DecisionTree,PythonProgramming,MachineLearningConcepts,DeepLearning,LinearRegression,RidgeRegression,Lasso(Statistics),RegressionAnalysis,LogisticRegression,","Emily Fox ,Carlos Guestrin ,",4.7,12392,Coursera,11,420,12,,
203,Professional Skills for the Workplace Specialization,Improve Your Interpersonal Business Skills. Practice and master strategies that will improve your professional relationships and help you excel within an organization.,Business,Business Essentials,Specialization,English,"EmotionalIntelligence,Adaptability,ProblemSolving,GrowthStrategies,Resiliency,CriticalThinking,Decision-Making,Brainstorming,PersonalAdvertisement,Planning,Resilience,","Laurie Cozart ,Diane Davidson ,Lisa Montanaro ,",4.7,600,Coursera,3,240,11,,
204,Introduction to Computer Science and Programming Specialization,"Get ready for computer science. Create graphical programs, learn computing mathematics, develop mental models of computer systems. ",Computer Science,Software Development,Specialization,English,"ComputerGraphics(CG),ProblemSolving,Mathematics,JavaScript,ComputerProgramming,","Dr Edward Anstead ,Dr Simon Katan ,Prof Marco Gillies ,Omar Karakchi ,Dr Matthew Yee-King ,",4.2,946,Coursera,9,240,5,,
205,C# Programming for Unity Game Development Specialization,Learn to Program Unity Games with C#. Learn C# programming and how to use C# in Unity games,Computer Science,Software Development,Specialization,English,"VideoGameDevelopment,CSharp(C#)(ProgrammingLanguage),Unity(UserInterface),GameProgramming,Crt0,ForLoop,ConsoleApplications,ForeachLoop,","Dr. Tim ""Dr. T"" Chamillard ,",4.7,2165,Coursera,1,300,8,,
206,Artificial Intelligence: an Overview Specialization,Enter the artificial intelligence world,Computer Science,Algorithms,Specialization,English,"ArtificialIntelligence(AI),Ethicalissuesofartificialintelligence,MachineLearning,Legalissuesofartificialintelligence,","Nicola Gatti ,Viola Schiaffonati ,Annamaria Italiano ,Manuel Roveri ,Marcello Restelli ,",4.7,40,Coursera,1,300,4,,
207,Embedding Sensors and Motors Specialization,"Experience Sensors and Motors in an IoT World. Master sensor and motor theory, and program these devices in a microprocessor system.",Physical Science and Engineering,Electrical Engineering,Specialization,English,"sensorintegration,firmware,motordesign,embeddedengineering,hardware,Analoghardware,Pressureandforcesensors,Sensorarchitecture,PSocProgramming,CircuitDesign,Sensormanufacturing,PIDcontrol,","James Zweighaft ,Jay Mendelson ,",4.6,1082,Coursera,9,300,12,,
208,Expressway to Data Science: Essential Math Specialization,"Learn Mathematical Foundations for Data Science. Review key concepts in algebra, calculus, linear algebra, and numerical analysis that are critical for Data Science. ",Math and Logic,Math and Logic,Specialization,English,"Derrivatives,Integrals,MatrixAlgebra,Diagonalization,NumericalAnalysis,Derivatives,Algebra,SingularValueDecomposition(SVD),root-finding,PartialDerivative,matrixdiagonalization,","Jane Wall ,James Bird ,",4.5,147,Coursera,1,240,11,,
209,Everyday Excel Specialization,"Learn Excel From Scratch to Expert. Starting from zero knowledge of Excel, you'll learn basic spreadsheet skills and apply them in to several exciting projects in the capstone ""Projects"" course.",Computer Science,Design and Product,Specialization,English,"Spreadsheet,MicrosoftExcel,ProblemSolving,Project,computing,DataManagement,RealWorld,Real-worldprojects,","Charlie Nuttelman ,",4.7,1443,Coursera,9,240,8,,
210,C Programming with Linux Specialization,Gain skills in computer engineering - C and Linux.  Become a skilled C programmer and start a career in computer engineering.,Computer Science,Software Development,Specialization,English,"Linux,Debugging,Algorithms,SoftwareEngineering,CProgramming,ComputerProgramming,ComputerScience,Compiler,computerprograms/algorithms,Command-LineInterface,","Rémi SHARROCK ,Petra Bonfert-Taylor ,",4.7,145,Coursera,1,360,10,,
211,Blockchain Revolution in Financial Services Specialization,,Computer Science,Computer Security and Networks,Specialization,English,"CollaborativeWorkingEnvironment,Blockchain(Database),OpenCollaboration,AccessStructure,ObjectBinding,AlcatelBusinessCommunications,Centurylink,BaseAddress,","Don Tapscott ,Alex Tapscott ,",4.7,764,Coursera,9,300,8,,
212,The Pronunciation of American English Specialization,Improve Your Pronunciation of American English. Build your communication skills by mastering the sounds and “music” of American English.,Language Learning,Learning English,Specialization,English,"EnglishLanguage,Pronunciation,","Helen Nam ,Marla Yoshida ,Meg Parker ,Emily Wong ,",4.8,739,Coursera,9,240,2,,
213,Managing Cybersecurity Specialization,Managing Cybersecurity. Mastering the basics of managing cybersecurity in organizations,Information Technology,Security,Specialization,English,"SecurityManagement,NetworkSecurity,RiskManagement,SecurityGovernance,ComputerSecurityIncidentManagement,Securityvulnerabilitiesandtreatments,Threatstocybersecurity,Cybersecurityterminology,cybersecurityprogramelements,Cybersecurityplanning,Cybersecurityperformancemeasurement,Riskidentification,","Herbert J. Mattord, Ph.D., CISM, CISSP, CDP ,Michael Whitman, Ph.D., CISM, CISSP ,",4.8,448,Coursera,9,540,12,,
214,Digital Manufacturing & Design Technology  Specialization,Understand Manufacturing’s Fourth Revolution. Learn how manufacturing is evolving with advances in digital-based technology.,Physical Science and Engineering,Electrical Engineering,Specialization,English,"ArtificialIntelligence(AI),DigitalDesign,ManufacturingEngineer,Industry4.0,","Ken English ,Rahul Rai ,Sara Behdad ,Shambhu Upadhyaya ,Amy Moore ,",4.6,3550,Coursera,9,540,4,,
215,Epidemiology in Public Health Practice Specialization,,Health,Public Health,Specialization,English,"Outbreakinvestigation,PublicHealthSurveillance,visualization,Statistics,Epidemiology,Estimation,GeographicInformationSystem(GIS),StatisticalMethods,DataCollection,surveillance,DiseaseSurveillance,DataAnalysis,","Aruna Chandran, MD, MPH ,Keri Althoff, PhD, MPH ,Emily Gurley, PhD, MPH ,Stefan Baral, MD, MPH, MBA, FRCPC ,Justin Lessler, PhD, MS ,",4.7,3252,Coursera,9,300,12,,
216,Social Media Marketing Specialization,Manage Your Social Strategies. Expand your online audience and establish your social brand in five courses.,Business,Marketing,Specialization,English,"BusinessPlanning,DigitalMarketing,SocialMediaMarketing,InfluencerMarketing,Analytics,SocialMarketing,SocialNetwork,SocialMedia,MarketingStrategy,Writing,A/BTesting,Budget,","Randy Hlavac ,",4.7,4388,Coursera,10,420,12,,
