Course ID,Title,Short Intro,Category,Sub-Category,Course Type,Language,Skills,Instructors,Rating,Number of viewers,Site,Subtitle_language_count,Duration in hours,count of column,,
658,Advanced Learning Algorithms,"In the second course of the Machine Learning Specialization, you will:",Data Science,Machine Learning,Course,English,"ArtificialNeuralNetwork,Xgboost,Tensorflow,TreeEnsembles,AdviceforModelDevelopment,",Andrew Ng,4.9,2220,Coursera,1,34,5,,
659,The Science of Well-Being,NEW TEEN VERSION AVAILABLE HERE: https://www.coursera.org/learn/the-science-of-well-being-for-teens,Personal Development,Personal Development,Course,English,"Gratitude,Happiness,Meditation,Savoring,",Laurie Santos,4.9,35898,Coursera,13,19,4,,
660,Foundations of Digital Marketing and E-commerce,"This is the first of seven courses in the Google Digital Marketing & E-commerce Certificate, which will equip you with the skills you need to apply to entry-level roles in these fields. People who work in digital marketing and e-commerce help their organizations attract new customers, engage customers through various digital channels, and drive transactions like purchases and customer loyalty. In this course, you’ll explore entry-level jobs in digital marketing and e-commerce and identify the roles and functions that those jobs play within an organization. You’ll also learn about the marketing funnel and how it shapes the customer journey. ",Business,Marketing,Course,English,"Marketing,Customerloyalty,E-Commerce,MarketingAnalytics,CustomerOutreach,",Google Career Certificates,4.8,10101,Coursera,1,18,5,,
661,Project Initiation: Starting a Successful Project,"This is the second course in the Google Project Management Certificate program. This course will show you how to set a project up for success in the first phase of the project life cycle: the project initiation phase. In exploring the key components of this phase, you’ll learn how to define and manage project goals, deliverables, scope, and success criteria. You’ll discover how to use tools and templates like stakeholder analysis grids and project charters to help you set project expectations and communicate roles and responsibilities. Current Google project managers will continue to instruct and provide you with hands-on approaches for accomplishing these tasks while showing you the best project management tools and resources for the job at hand.",Business,Leadership and Management,Course,English,"StakeholderManagement,StrategicThinking,BusinessWriting,ProjectManagement,ProjectCharter,",Google Career Certificates,4.8,14399,Coursera,1,21,5,,
662,Neural Networks and Deep Learning,"In the first course of the Deep Learning Specialization, you will study the foundational concept of neural networks and deep learning. ",Data Science,Machine Learning,Course,English,"DeepLearning,ArtificialNeuralNetwork,Backpropagation,PythonProgramming,NeuralNetworkArchitecture,",Andrew Ng,4.9,118113,Coursera,16,24,5,,
663,The Bits and Bytes of Computer Networking,This course is designed to provide a full overview of computer networking. We’ll cover everything from the fundamentals of modern networking technologies and protocols to an overview of the cloud to practical applications and network troubleshooting. ,Information Technology,Networking,Course,English,"DomainNameSystem(DNS),Ipv4,NetworkModel,Troubleshooting,",Google Career Certificates,4.7,43556,Coursera,10,27,4,,
664,Prepare Data for Exploration,"This is the third course in the Google Data Analytics Certificate. These courses will equip you with the skills needed to apply to introductory-level data analyst jobs. As you continue to build on your understanding of the topics from the first two courses, you’ll also be introduced to new topics that will help you gain practical data analytics skills. You’ll learn how to use tools like spreadsheets and SQL to extract and make use of the right data for your objectives and how to organize and protect your data. Current Google data analysts will continue to instruct and provide you with hands-on ways to accomplish common data analyst tasks with the best tools and resources.",Data Science,Data Analysis,Course,English,"Spreadsheet,Metadata,DataCollection,DataEthics,SQL,",Google Career Certificates,4.8,14449,Coursera,1,25,5,,
665,Introduction to Psychology ,"What are people most afraid of? What do our dreams mean? Are we natural-born racists? What makes us happy? What are the causes and cures of mental illness? This course tries to answer these questions and many others, providing a comprehensive overview of the scientific study of thought and behavior. It explores topics such as perception, communication, learning, memory, decision-making, persuasion, emotions, and social behavior.  We will look at how these aspects of the mind develop in children, how they differ across people, how they are wired-up in the brain, and how they break down due to illness and injury.",Health,Psychology,Course,English,"reasoning,ProblemSolving,abstractthinking,analyticalthinking,CriticalThinking,",Paul Bloom,4.9,25842,Coursera,11,14,5,,
666,Introduction to Cybersecurity Tools & Cyber Attacks,"This course gives you the background needed to understand basic Cybersecurity.  You will learn the history of Cybersecurity, types and motives of cyber attacks to further your knowledge of current threats to organizations and individuals.  Key terminology, basic system concepts and tools will be examined as an introduction to the Cybersecurity field.",Information Technology,Cloud Computing,Course,English,"InformationSecurity(INFOSEC),IBMNewCollar,Malware,Cybersecurity,CyberAttacks,",IBM Security Learning Services,4.6,13658,Coursera,9,16,5,,
667,What is Data Science? ,"Do you want to know why Data Science has been labelled as the sexiest profession of the 21st century? After taking this course you will be able to answer this question, and get a thorough understanding of what is Data Science, what data scientists do, and learn about career paths in the field. ",Data Science,Data Analysis,Course,English,"DataScience,DeepLearning,MachineLearning,BigData,DataMining,",Rav Ahuja,4.7,62499,Coursera,10,7,5,,
668,Fundamentals of Project Planning and Management,"Projects are all around us. Virtually every organization runs projects, either formally or informally. We are engaged in projects at home and at work. Across settings, planning principles and execution methodologies can offer ways in which projects can be run more effectively and efficiently. Project management provides organizations (and individuals) with the language and the frameworks for scoping projects, sequencing activities, utilizing resources, and minimizing risks.",Business,Business Essentials,Course,English,"RiskAnalysis,ProjectPlanning,Planning,Management,ProjectManagement,",Yael Grushka-Cockayne,4.7,8375,Coursera,10,8,5,,
669,"Start the UX Design Process: Empathize, Define, and Ideate","Start the UX design process: Empathize, Define, Ideate is the second course in a certificate program that will equip you with the skills needed to apply to entry-level jobs in user experience (UX) design. In this course, you’ll complete the first phases of the design process for a project that you’ll be able to include in your portfolio. You will learn how to empathize with users and understand their pain points, define user needs using problem statements, and come up with lots of ideas for solutions to those user problems. ",Computer Science,Design and Product,Course,English,"UserExperience(UX),UXResearch,Wireframe,Prototype,UserExperienceDesign(UXD),",Google Career Certificates,4.8,11376,Coursera,1,28,5,,
670,Linear Algebra for Machine Learning and Data Science,"After completing this course, learners will be able to:",Computer Science,Algorithms,Course,English,"MachineLearning,LinearEquation,EigenvaluesAndEigenvectors,LinearAlgebra,Determinants,",Luis Serrano,4.4,314,Coursera,1,21,5,,
671,"HTML, CSS, and Javascript for Web Developers","Do you realize that the only functionality of a web application that the user directly interacts with is through the web page? Implement it poorly and, to the user, the server-side becomes irrelevant! Today’s user expects a lot out of the web page: it has to load fast, expose the desired service, and be comfortable to view on all devices: from a desktop computers to tablets and mobile phones.",Computer Science,Mobile and Web Development,Course,English,"HTML,JavaScript,CssFrameworks,CascadingStyleSheets(CSS),",Yaakov Chaikin,4.7,15248,Coursera,10,40,4,,
672,Introduction to Data Analytics,"Ready to start a career in Data Analysis but don’t know where to begin? This course presents you with a gentle introduction to Data Analysis, the role of a Data Analyst, and the tools used in this job. You will learn about the skills and responsibilities of a data analyst and hear from several data experts sharing their tips & advice to start a career. This course will help you to differentiate between the roles of Data Analysts, Data Scientists, and Data Engineers. ",Data Science,Data Analysis,Course,English,"DataScience,Spreadsheet,MicrosoftExcel,DataAnalysis,DataVisualization(DataViz),",Rav Ahuja,4.8,10984,Coursera,9,10,5,,
673,Writing in the Sciences,"This course teaches scientists to become more effective writers, using practical examples and exercises. Topics include: principles of good writing, tricks for writing faster and with less anxiety, the format of a scientific manuscript, peer review, grant writing, ethical issues in scientific publication, and writing for general audiences.",Health,Basic Science,Course,English,"Grammar,MedicalWriting,ScienceCommunication,Writing,",Dr. Kristin Sainani,4.9,7624,Coursera,11,30,4,,
674,"Unsupervised Learning, Recommenders, Reinforcement Learning","In the third course of the Machine Learning Specialization, you will:",Data Science,Machine Learning,Course,English,"CollaborativeFiltering,UnsupervisedLearning,RecommenderSystems,ReinforcementLearning,AnomalyDetection,",Andrew Ng,4.9,1099,Coursera,1,27,5,,
675,Process Data from Dirty to Clean,"This is the fourth course in the Google Data Analytics Certificate. These courses will equip you with the skills needed to apply to introductory-level data analyst jobs. In this course, you’ll continue to build your understanding of data analytics and the concepts and tools that data analysts use in their work. You’ll learn how to check and clean your data using spreadsheets and SQL as well as how to verify and report your data cleaning results. Current Google data analysts will continue to instruct and provide you with hands-on ways to accomplish common data analyst tasks with the best tools and resources.",Data Science,Data Analysis,Course,English,"Spreadsheet,DataCleansing,SampleSizeDetermination,SQL,DataIntegrity,",Google Career Certificates,4.8,10846,Coursera,1,23,5,,
676,OKR Certification: Leadership and Goal Setting,“Ideas are easy. Execution is everything.” -John Doerr,Business,Leadership and Management,Course,English,"Planning,goalsetting,BusinessStrategy,LeadershipAndManagement,Communication,",John Doerr,4.9,180,Coursera,1,23,5,,
677,Psychological First Aid,"Learn to provide psychological first aid to people in an emergency by employing the RAPID model: Reflective listening, Assessment of needs, Prioritization, Intervention, and Disposition.",Health,Psychology,Course,English,"ReflectiveListening,ActiveListening,CrisisIntervention,PsychologicalFirstAid,","George Everly, Jr., PhD",4.8,18115,Coursera,13,6,4,,
678,Foundations of Data Science,"This is the first of seven courses in the Google Advanced Data Analytics Certificate, which will help develop the skills needed to apply for more advanced data professional roles, such as an entry-level data scientist or advanced-level data analyst. Data professionals analyze data to help businesses make better decisions. To do this, they use powerful techniques like data storytelling, statistics, and machine learning. In this course, you’ll begin your learning journey by exploring the role of data professionals in the workplace. You’ll also learn about the project workflow PACE (Plan, Analyze, Construct, Execute) and how it can help you organize data projects.   ",Data Science,Data Analysis,Course,English,"SharingInsightsWithStakeholders,EffectiveWrittenCommunication,AskingEffectiveQuestions,Cross-FunctionalTeamDynamics,ProjectManagement,",Google Career Certificates,4.7,161,Coursera,1,21,5,,
679,Stanford Introduction to Food and Health,"Around the world, we find ourselves facing global epidemics of obesity, Type 2 Diabetes and other predominantly diet-related diseases. To address these public health crises, we urgently need to explore innovative strategies for promoting healthful eating. There is strong evidence that global increases in the consumption of heavily processed foods, coupled with cultural shifts away from the preparation of food in the home, have contributed to high rates of preventable, chronic disease. In this course, learners will be given the information and practical skills they need to begin optimizing the way they eat. This course will shift the focus away from reductionist discussions about nutrients and move, instead, towards practical discussions about real food and the environment in which we consume it. By the end of this course, learners should have the tools they need to distinguish between foods that will support their health and those that threaten it. In addition, we will present a compelling rationale for a ...",Health,Nutrition,Course,English,"HealthInformatics,Nutrition,FoodSafety,FoodScience,","Maya Adam, MD",4.7,28857,Coursera,16,6,4,,
680,Successful Negotiation: Essential Strategies and Skills,"We all negotiate on a daily basis. On a personal level, we negotiate with friends, family, landlords, car sellers and employers, among others. Negotiation is also the key to business success. No business can survive without profitable contracts. Within a company, negotiation skills can lead to your career advancement. ",Business,Business Essentials,Course,English,"StrategicNegotiations,Communication,Negotiation,DecisionTree,",George Siedel,4.8,18082,Coursera,13,17,4,,
681,Project Planning: Putting It All Together,"This is the third course in the Google Project Management Certificate program. This course will explore how to map out a project in the second phase of the project life cycle: the project planning phase. You will examine the key components of a project plan, how to make accurate time estimates, and how to set milestones. Next, you will learn how to build and manage a budget and how the procurement processes work. Then, you will discover tools that can help you identify and manage different types of risk and how to use a risk management plan to communicate and resolve risks. Finally, you will explore how to draft and manage a communication plan and how to organize project documentation. Current Google project managers will continue to instruct and provide you with hands-on approaches for accomplishing these tasks while showing you the best project management tools and resources for the job at hand.",Business,Leadership and Management,Course,English,"ProjectPlanning,StrategicThinking,RiskManagement,TaskEstimation,Procurement,",Google Career Certificates,4.8,8605,Coursera,1,29,5,,
682,Tools for Data Science,"In order to be successful in Data Science, you need to be skilled with using tools that Data Science professionals employ as part of their jobs. This course teaches you about the popular tools in Data Science and how to use them. ",Data Science,Data Analysis,Course,English,"DataScience,Github,PythonProgramming,Jupyternotebooks,Rstudio,",Aije Egwaikhide,4.5,26232,Coursera,10,17,5,,
683,"Python for Data Science, AI & Development",Kickstart your learning of Python with this beginner-friendly self-paced course taught by an expert. Python is one of the most popular languages in the programming and data science world and demand for individuals who have the ability to apply Python has never been higher.  ,Data Science,Data Analysis,Course,English,"DataScience,PythonProgramming,DataAnalysis,Pandas,Numpy,",Joseph Santarcangelo,4.6,31403,Coursera,3,20,5,,
684,Foundations of Business Intelligence,"This is the first of three courses in the Google Business Intelligence Certificate, which will help develop the skills needed to apply for entry-level roles as a business intelligence (BI) professional. People who work in BI help organizations access the right data, use data to help businesses grow and improve, and put insights into action. In this course, you’ll discover the role of BI professionals within an organization and explore BI tools you can use on the job. ",Data Science,Data Analysis,Course,English,"StakeholderManagement,SharingInsightsWithStakeholders,AskingEffectiveQuestions,Cross-FunctionalTeamDynamics,BusinessProcessesandRequirements,",Google Career Certificates,4.8,109,Coursera,1,24,5,,
685,Private Equity and Venture Capital,The course deals with the analysis of the private equity and venture capital business. ,Business,Finance,Course,English,"Valuation(Finance),VentureCapital,VentureCapitalFinancing,PrivateEquity,",Stefano Caselli,4.8,7476,Coursera,9,9,4,,
686,Operating Systems and You: Becoming a Power User,"In this course -- through a combination of video lectures, demonstrations, and hands-on practice -- you’ll learn about the main components of an operating system and how to perform critical tasks like managing software and users, and configuring hardware. ",Information Technology,Support and Operations,Course,English,"Powershell,LinuxFileSystems,Linux,Command-LineInterface,",Google Career Certificates,4.7,24990,Coursera,10,33,4,,
687,Programming for Everybody (Getting Started with Python),"This course aims to teach everyone the basics of programming computers using Python. We cover the basics of how one constructs a program from a series of simple instructions in Python.  The course has no pre-requisites and avoids all but the simplest mathematics. Anyone with moderate computer experience should be able to master the materials in this course. This course will cover Chapters 1-5 of the textbook “Python for Everybody”.  Once a student completes this course, they will be ready to take more advanced programming courses. This course covers Python 3.",Computer Science,Software Development,Course,English,"PythonSyntaxAndSemantics,BasicProgrammingLanguage,ComputerProgramming,PythonProgramming,",Charles Russell Severance,4.8,220747,Coursera,12,19,4,,
688,Attract and Engage Customers with Digital Marketing,"Attract and Engage Customers with Digital Marketing is the second of seven courses in the Google Digital Marketing & E-commerce Certificate. In this course you will practice using search engine optimization (SEO), search engine marketing (SEM), and display advertising to attract and engage customers online. You will explore the stages of the marketing funnel and learn how to use digital marketing tactics to move customers through the stages. You’ll learn how to increase the quality and quantity of website traffic by understanding SEO fundamentals like keyword research, search engine algorithms, and link building. You will also learn about paid search and advertising, and explore tactics used to gain visibility and reach potential customers on search engine results pages, or SERPs. By the end of this course you’ll be able to apply digital marketing strategies, best practices, and tools to increase awareness of a business, understand customer needs, and engage people's interests with products and services. ",Business,Marketing,Course,English,"WebsiteStructure,CustomerAwareness,Google,SearchEngineMarketing,SearchEngineOptimization(SEO),",Google Career Certificates,4.8,2684,Coursera,1,21,5,,
689,Analyze Data to Answer Questions,"This is the fifth course in the Google Data Analytics Certificate. These courses will equip you with the skills needed to apply to introductory-level data analyst jobs. In this course, you’ll explore the “analyze” phase of the data analysis process. You’ll take what you’ve learned to this point and apply it to your analysis to make sense of the data you’ve collected. You’ll learn how to organize and format your data using spreadsheets and SQL to help you look at and think about your data in different ways. You’ll also find out how to perform complex calculations on your data to complete business objectives. You’ll learn how to use formulas, functions, and SQL queries as you conduct your analysis. Current Google data analysts will continue to instruct and provide you with hands-on ways to accomplish common data analyst tasks with the best tools and resources.",Data Science,Data Analysis,Course,English,"Spreadsheet,DataAnalysis,SQL,DataCalculations,DataAggregation,",Google Career Certificates,4.6,7909,Coursera,1,26,5,,
690,Natural Language Processing with Classification and Vector Spaces,"In Course 1 of the Natural Language Processing Specialization, you will:   ",Data Science,Machine Learning,Course,English,"MachineTranslation,WordEmbeddings,Locality-SensitiveHashing,SentimentAnalysis,VectorSpaceModels,",Younes Bensouda Mourri,4.6,3876,Coursera,2,34,5,,
691,"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization","In the second course of the Deep Learning Specialization, you will open the deep learning black box to understand the processes that drive performance and generate good results systematically. ",Data Science,Machine Learning,Course,English,"Tensorflow,DeepLearning,MathematicalOptimization,hyperparametertuning,",Andrew Ng,4.9,61980,Coursera,14,23,4,,
692,Bookkeeping Basics,"This is the first course in a series of four that will give you the skills needed to start your career in bookkeeping. If you have a passion for helping clients solve problems, this course is for you.  In this course, you will be introduced to the role of a bookkeeper and learn what bookkeeping professionals do every day. You will dive into the accounting concepts and terms that will provide the foundation for the next three courses. You will learn how to work your way through the accounting cycle and be able to read and produce key financial statements.",Business,Business Essentials,Course,English,"BasisOfAccounting,accountingsoftware,AccountingCycle,CreatingFinancialStatements,Double-EntryBookkeepingSystem,",Intuit Academy Team,4.6,3207,Coursera,1,16,5,,
693,Agile Project Management,"This is the fifth course in the Google Project Management Certificate program. This course will explore the history, approach, and philosophy of Agile project management, including the Scrum framework. You will learn how to differentiate and blend Agile and other project management approaches. As you progress through the course, you will learn more about Scrum, exploring its pillars and values and comparing essential Scrum team roles. You will discover how to build, manage, and refine a product backlog, implement Agile’s value-driven delivery strategies, and define a value roadmap. You will also learn strategies to effectively organize the five important Scrum events for a Scrum team, introduce an Agile or Scrum approach to an organization, and coach an Agile team. Finally, you will learn how to search for and land opportunities in Agile roles. Current Google project managers will continue to instruct and provide you with the hands-on approaches, tools, and resources to meet your goals.",Business,Leadership and Management,Course,English,"Coaching,Influencing,AgileManagement,ProblemSolving,Scrum,",Google Career Certificates,4.8,8385,Coursera,1,25,5,,
694,Agile with Atlassian Jira,"This course discusses common foundational principles and practices used by agile methodologies, providing you with a flexible set of tools to use in your role (e.g. product owner, scrum master, project manager, team member) on an agile team. Learn agile and lean principles, including kanban and scrum, and use Jira Software Cloud as the tool to apply hands-on exercises in these topics. The course includes instruction on company-managed and team-managed Jira projects. ",Computer Science,Software Development,Course,English,"ProjectManagement,AgileManagement,workmanagement,Scrum(SoftwareDevelopment),",Kashmira Shukla,4.7,7841,Coursera,8,12,4,,
695,Crash Course on Python,"This course is designed to teach you the foundations in order to write simple programs in Python using the most common structures. No previous exposure to programming is needed. By the end of this course, you'll understand the benefits of programming in IT roles; be able to write simple programs using Python; figure out how the building blocks of programming fit together; and combine all of this knowledge to solve a complex programming problem. ",Information Technology,Support and Operations,Course,English,"BasicPythonDataStructures,FundamentalProgrammingConcepts,BasicPythonSyntax,PythonProgramming,Object-OrientedProgramming(OOP),",Google Career Certificates,4.8,30746,Coursera,10,26,5,,
696,Organizational Analysis ,"In this introductory, self-paced course, you will learn multiple theories of organizational behavior and apply them to actual cases of organizational change.",Business,Leadership and Management,Course,English,"Management,OrganizationalTheory,OrganizationalAnalysis,OrganizationalCulture,",Daniel A. McFarland,4.6,1321,Coursera,9,25,4,,
697,Business Analytics with Excel: Elementary to Advanced,"A leader in a data driven world requires the knowledge of both data-related (statistical) methods and of appropriate models to use that data. This Business Analytics class focuses on the latter: it introduces students to analytical frameworks used for decision making though Excel modeling. These include Linear and Integer Optimization, Decision Analysis, and Risk modeling. For each methodology students are first exposed to the basic mechanics, and then apply the methodology to real-world business problems using Excel. ",Business,Business Essentials,Course,English,"BusinessAnalytics,Spreadsheet,MicrosoftExcel,Solver,Modeling,","Joseph W. Cutrone, PhD",4.8,33,Coursera,1,22,5,,
698,SQL for Data Science,"As data collection has increased exponentially, so has the need for people skilled at using and interacting with data; to be able to think critically, and provide insights to make better decisions and optimize their businesses. This is a data scientist, “part mathematician, part computer scientist, and part trend spotter” (SAS Institute, Inc.). According to Glassdoor, being a data scientist is the best job in America; with a median base salary of $110,000 and thousands of job openings at a time. The skills necessary to be a good data scientist include being able to retrieve and work with data, and to do that you need to be well versed in SQL, the standard language for communicating with database systems.",Data Science,Data Analysis,Course,English,"DataScience,DataAnalysis,Sqlite,SQL,",Sadie St. Lawrence,4.6,14748,Coursera,9,14,4,,
699,"Brand Management: Aligning Business, Brand and Behaviour","Professor Nader Tavassoli of London Business School contrasts traditional approaches to branding - where brands are a visual identity and a promise to customers - to brands as a customer experience delivered by the entire organisation. The course offers a brand workout for your own brands, as well as guest videos from leading branding professionals. ",Business,Entrepreneurship,Course,English,"CorporateBranding,BrandMarketing,BrandManagement,BrandIdentity,",Nader Tavassoli,4.9,6596,Coursera,9,17,4,,
700,Introduction to Artificial Intelligence (AI),"In this course you will learn what Artificial Intelligence (AI) is, explore use cases and applications of AI, understand AI concepts and terms like machine learning, deep learning and neural networks. You will be exposed to various issues and concerns surrounding AI such as ethics and bias, & jobs, and get advice from experts about learning and starting a career in AI.  You will also demonstrate AI in action with a mini project.",Data Science,Machine Learning,Course,English,"DataScience,DeepLearning,ArtificialIntelligence(AI),Jobs,MachineLearning,",Rav Ahuja,4.7,10615,Coursera,9,9,5,,
701,Get Started with Python,"This is the second of seven courses in the Google Advanced Data Analytics Certificate. The Python programming language is a powerful tool for data analysis. In this course, you’ll learn the basic concepts of Python programming and how data professionals use Python on the job. You'll explore concepts such as object-oriented programming, variables, data types, functions, conditional statements, loops, and data structures. ",Data Science,Data Analysis,Course,English,"UsingCommentstoEnhanceCodeReadability,PythonProgramming,JupyterNotebook,DataVisualization(DataViz),Coding,",Google Career Certificates,4.8,43,Coursera,1,25,5,,
702,Game Theory,"Popularized by movies such as ""A Beautiful Mind,"" game theory is the mathematical modeling of strategic interaction among rational (and irrational) agents. Beyond what we call `games' in common language, such as chess, poker, soccer, etc., it includes the modeling of conflict among nations, political campaigns, competition among firms, and trading behavior in markets such as the NYSE. How could you begin to model keyword auctions, and peer to peer file-sharing networks, without accounting for the incentives of the people using them? The course will provide the basics: representing games and strategies, the extensive form (which computer scientists call game trees), Bayesian games (modeling things like auctions), repeated and stochastic games, and more. We'll include a variety of examples including classic games and a few applications.",Social Sciences,Economics,Course,English,"GameTheory,BackwardInduction,BayesianGame,ProblemSolving,",Matthew O. Jackson,4.6,4369,Coursera,11,17,4,,
703, System Administration and IT Infrastructure Services,"This course will transition you from working on a single computer to an entire fleet. Systems administration is the field of IT that’s responsible for maintaining reliable computers systems in a multi-user environment. In this course, you’ll learn about the infrastructure services that keep all organizations, big and small, up and running. We’ll deep dive on cloud so that you’ll understand everything from typical cloud infrastructure setups to how to manage cloud resources. You'll also learn how to manage and configure servers and how to use industry tools to manage computers, user information, and user productivity. Finally, you’ll learn how to recover your organization’s IT infrastructure in the event of a disaster.",Information Technology,Support and Operations,Course,English,"DirectoryService,LightweightDirectoryAccessProtocol(LDAP),Backup,",Google Career Certificates,4.7,22160,Coursera,10,25,3,,
704,Artificial Intelligence in Marketing,"AI is everywhere! By harnessing the power of Artificial Intelligence, businesses and marketers have amazing growth potential, and the opportunities to enhance marketing with AI are always expanding. But how can businesses use AI tools to drive their success and gain sustainable competitive advantages? What are the challenges faced by businesses as they implement AI into their marketing strategies?",Business,Marketing,Course,English,"BusinessModel,DigitalMarketing,NetworkEffects,MarketingStrategy,CustomerEngagement,",Rajkumar Venkatesan,4.5,102,Coursera,1,10,5,,
705,Project Execution: Running the Project,"This is the fourth course in the Google Project Management Certificate program. This course will delve into the execution and closing phases of the project life cycle. You will learn what aspects of a project to track and how to track them. You will also learn how to effectively manage and communicate changes, dependencies, and risks. As you explore quality management, you will learn how to measure customer satisfaction and implement continuous improvement and process improvement techniques. Next, you will examine how to prioritize data, how to use data to inform your decision-making, and how to effectively present that data. Then, you will strengthen your leadership skills as you study the stages of team development and how to manage team dynamics. After that, you will discover tools that provide effective project team communication, how to organize and facilitate meetings, and how to effectively communicate project status updates. Finally, you will examine the steps of the project closing process and how...",Business,Leadership and Management,Course,English,"QualityManagement,StrategicThinking,ProjectExecution,RiskManagement,ProjectManagement,",Google Career Certificates,4.8,5584,Coursera,1,26,5,,
706,Excel Basics for Data Analysis,"Spreadsheet tools like Excel are an essential tool for working with data - whether for data analytics, business, marketing, or research. This course is designed to give you a basic working knowledge of Excel and how to use it for analyzing data. ",Data Science,Data Analysis,Course,English,"DataScience,Spreadsheet,MicrosoftExcel,DataAnalysis,PivotTable,",Sandip Saha Joy,4.8,5413,Coursera,9,12,5,,
707,AWS Cloud Practitioner Essentials,"Welcome to AWS Cloud Practitioner Essentials. If you’re new to the cloud, whether you’re in a technical or non-technical role such as finance, legal, sales, marketing, this course will provide you with an understanding of fundamental AWS Cloud concepts to help you gain confidence to contribute to your organization’s cloud initiatives. This course is also the starting point to prepare for your AWS Certified Cloud Practitioner certification whenever it’s convenient for you.",Information Technology,Cloud Computing,Course,English,"CloudComputingSecurity,AWScloud,cloudnetworking,CloudComputing,MigrationandInnovation,",Rudy Chetty,4.8,1279,Coursera,1,18,5,,
708,Share Data Through the Art of Visualization,"This is the sixth course in the Google Data Analytics Certificate. These courses will equip you with the skills needed to apply to introductory-level data analyst jobs. You’ll learn how to visualize and present your data findings as you complete the data analysis process. This course will show you how data visualizations, such as visual dashboards, can help bring your data to life. You’ll also explore Tableau, a data visualization platform that will help you create effective visualizations for your presentations. Current Google data analysts will continue to instruct and provide you with hands-on ways to accomplish common data analyst tasks with the best tools and resources.",Data Science,Data Analysis,Course,English,"DataAnalysis,TableauSoftware,DataVisualization(DataViz),Presentation,",Google Career Certificates,4.6,6342,Coursera,1,24,4,,
709,Introduction to Negotiation: A Strategic Playbook for Becoming a Principled and Persuasive Negotiator,"This course will help you be a better negotiator. Unlike many negotiation courses, we develop a framework for analyzing and shaping negotiations. This framework will allow you to make principled arguments that persuade others. It will allow you to see beneath the surface of apparent conflicts to uncover the underlying interests. You will leave the course better able to predict, interpret, and shape the behavior of those you face in competitive situations.",Business,Business Essentials,Course,English,"GameTheory,Negotiation,Collaboration,PrincipledNegotiation,",Barry Nalebuff,4.9,4548,Coursera,10,33,4,,
710,Introduction to Cloud Computing,"Get started in Cloud Computing with this beginner friendly, self-paced course! You will gain the foundational knowledge required for understanding cloud computing from a business perspective and also as a cloud practitioner.  ",Information Technology,Cloud Computing,Course,English,"CloudNative,Devops,IaasPaaSSaas,HybridMulticloud,CloudComputing,",Rav Ahuja,4.7,3538,Coursera,9,12,5,,
711,Introduction to Machine Learning in Production,"In the first course of Machine Learning Engineering for Production Specialization, you will identify the various components and design an ML production system end-to-end: project scoping, data needs, modeling strategies, and deployment constraints and requirements; and learn how to establish a model baseline, address concept drift, and prototype the process for developing, deploying, and continuously improving a productionized ML application.",Data Science,Machine Learning,Course,English,"Human-levelPerformance(HLP),ConceptDrift,Modelbaseline,ProjectScopingandDesign,MLDeploymentChallenges,",Andrew Ng,4.8,2377,Coursera,2,11,5,,
712,The Strategy of Content Marketing,"This course is a partnership between the leading content marketing authority, Copyblogger, and UC Davis Continuing and Professional Education. In this course, you will learn the core strategies content marketers use to acquire and retain customers profitably. Specifically, you will learn how to develop, organize and implement a content marketing strategy, analyze and measure the effectiveness of content marketing, write compelling copy, use a strategic framework when writing, and build your professional brand and authority through content marketing. You will also learn how to put the ideas presented to you into action and build your own personal brand through content marketing.",Business,Marketing,Course,English,"Management,ContentMarketing,Copywriting,Writing,",Sonia Simone,4.5,3974,Coursera,10,20,4,,
713,"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning","If you are a software developer who wants to build scalable AI-powered algorithms, you need to understand how to use the tools to build them. This course is part of the upcoming Machine Learning in Tensorflow Specialization and will teach you best practices for using TensorFlow, a popular open-source framework for machine learning. ",Computer Science,Software Development,Course,English,"ComputerVision,Tensorflow,MachineLearning,",Laurence Moroney,4.8,18364,Coursera,11,17,3,,
714,Connected Leadership,"This course is designed to maximize your ability to create change at the individual, team and system levels. Through study, reflection, and deploying practical tools, you will establish a firm connection between your clearly articulated Purpose, effective Priorities, visualized Potential for success, and pathway to maximized Progress. But, what does that mean in practice? ",Personal Development,Personal Development,Course,English,"EmotionalIntelligence,TeamBuilding,SystemsThinking,LeadershipAndManagement,TeamManagement,",Peter Boyd,4.7,66,Coursera,1,31,5,,
715,Management of Fashion and Luxury Companies,"Learn how fashion and luxury companies work and understand their brands, products, retail, and communication strategies. Travel through business models, international development, and product categories with industry influent experts.",Business,Leadership and Management,Course,English,"StrategicManagement,BusinessModel,LuxuryGoods,BrandManagement,",Erica Corbellini,4.7,5392,Coursera,10,12,4,,
